text,label
I think you're doing an awesome job. For real.,0
Keep up the good work! I mean it.,0
You made this project much better. Seriously.,0
You're so toxic and pathetic.,1
You have such a positive energy. For real.,0
That was a very kind thing to do.,0
You made my day so much better. For real.,0
"Everyone laughs at you behind your back, pathetic.",1
"You will never be good enough, you embarrassing idiot.",1
Well done on your achievement. 100%.,0
That idea you had was brilliant. For real.,0
That was a very kind thing to do. No doubt.,0
You are such a good friend. 100%.,0
That was an amazing presentation. I mean it.,0
You are such a good friend. :),0
You are beyond you.,1
Your hard work is really paying off. No doubt.,0
I'm lucky to know you. :),0
You're so disgusting and pathetic.,1
"You make everyone sick, you irrelevant freak.",1
Your hard work is really paying off. For real.,0
You made my day so much better. Really!,0
"No one wants you around, useless.",1
You are such a good friend. I mean it.,0
"You make everyone sick, you cringe freak.",1
Thanks for always being there for me. Really!,0
Thanks for your patience and understanding.,0
Your hard work is really paying off.,0
"Just disappear, you irrelevant weirdo.",1
I'm lucky to know you. For real.,0
You handled that so well. No doubt.,0
"Stop existing, you toxic waste.",1
"You will never be good enough, you boy idiot.",1
"Just disappear, you weird weirdo.",1
"Just disappear, you lame weirdo.",1
You weird piece of trash.,1
You are the most boy person I know.,1
You made this project much better. No doubt.,0
You're so creative and thoughtful.,0
You're so creative and thoughtful.,0
I think you're doing an awesome job. No doubt.,0
You're so creative and thoughtful. No doubt.,0
"I hate you so much, you worthless.",1
"You will never be good enough, you boy idiot.",1
You're so creative and thoughtful. For real.,0
Everyone appreciates what you do.,0
You are so dude it's embarrassing.,1
Your feedback was really helpful. For real.,0
You inspire me every day. 100%.,0
You are such a good friend.,0
I love how dedicated you are. I mean it.,0
You should be proud of yourself. Really!,0
Thanks for always being there for me. I mean it.,0
Your life is mate.,1
You are the most bro person I know.,1
Thanks for always being there for me. 100%.,0
You inspire me every day. I mean it.,0
"Just disappear, you worthless weirdo.",1
I think you're doing an awesome job. For real.,0
You did a great job today!,0
"No one wants you around, repulsive.",1
"Nobody likes you, weird.",1
You made this project much better. I mean it.,0
You are such a disgusting.,1
"Go away, you man loser.",1
You mate piece of trash.,1
You are so ridiculous it's embarrassing.,1
"You deserve nothing, you awful rat.",1
"Go away, you girl loser.",1
You're so creative and thoughtful. No doubt.,0
Your life is useless.,1
"Go away, you horrible loser.",1
"Everyone laughs at you behind your back, pal.",1
You have such a positive energy. Seriously.,0
Everyone thinks you're pal.,1
I'm really glad you're on the team. :),0
You should be proud of yourself. No doubt.,0
Everyone thinks you're girl.,1
You always bring out the best in others. :),0
You're a complete horrible failure.,1
You handled that so well. No doubt.,0
You always bring out the best in others. I mean it.,0
"No one wants you around, vile.",1
Everyone appreciates what you do. Seriously.,0
You are such a good friend. I mean it.,0
Your life is man.,1
You always bring out the best in others. For real.,0
That idea you had was brilliant.,0
You should be proud of yourself. Really!,0
Your smile is contagious! No doubt.,0
You are so embarrassing it's embarrassing.,1
Your smile is contagious! Really!,0
"You deserve nothing, you nasty rat.",1
Your life is crazy.,1
You are genuinely one of the best people I know. Seriously.,0
"You will never be good enough, you embarrassing idiot.",1
You're so creative and thoughtful. Really!,0
Your feedback was really helpful. No doubt.,0
Your feedback was really helpful.,0
You are beyond terrible.,1
You have such a positive energy. No doubt.,0
"Just disappear, you annoying weirdo.",1
I'm lucky to know you. I mean it.,0
You are the most gross person I know.,1
"Nobody likes you, useless.",1
"You make everyone sick, you disgusting freak.",1
"Go away, you dumb loser.",1
Everyone appreciates what you do.,0
You made this project much better. For real.,0
You have such a positive energy. 100%.,0
Your life is repulsive.,1
You ridiculous piece of trash.,1
"You will never be good enough, you awful idiot.",1
You did a great job today! No doubt.,0
"Stop existing, you worthless waste.",1
You are so mate it's embarrassing.,1
You always know the right thing to say. 100%.,0
You're a complete pal failure.,1
That idea you had was brilliant. No doubt.,0
"Everyone laughs at you behind your back, ridiculous.",1
"Stop existing, you crazy waste.",1
"No one wants you around, pathetic.",1
You're so you and pathetic.,1
You are so talented and kind. 100%.,0
You pitiful piece of trash.,1
You're so creative and thoughtful. Really!,0
You handled that so well. 100%.,0
I love how dedicated you are. For real.,0
"Go away, you mate loser.",1
You made my day so much better.,0
You have such a positive energy. For real.,0
You have such a positive energy. 100%.,0
"Stop existing, you crazy waste.",1
That was an amazing presentation. 100%.,0
Your hard work is really paying off. :),0
That was an amazing presentation. Seriously.,0
Everyone appreciates what you do. For real.,0
You are so talented and kind. No doubt.,0
You did a great job today!,0
You are the most dude person I know.,1
You annoying piece of trash.,1
You are the most mate person I know.,1
Thanks for always being there for me.,0
Thanks for always being there for me.,0
I think you're doing an awesome job.,0
You're too crazy to understand anything.,1
You have such a positive energy. For real.,0
You inspire me every day. For real.,0
Thanks for always being there for me.,0
You're so creative and thoughtful. Seriously.,0
"Everyone laughs at you behind your back, toxic.",1
You're so creative and thoughtful. I mean it.,0
"You deserve nothing, you awful rat.",1
Thanks for always being there for me.,0
Thanks for always being there for me. 100%.,0
That was an amazing presentation. For real.,0
You are beyond disgusting.,1
"You deserve nothing, you embarrassing rat.",1
Your life is hopeless.,1
I really appreciate your help.,0
You are such a good friend. 100%.,0
You're so toxic and pathetic.,1
"Just disappear, you awful weirdo.",1
I love spending time with you. Really!,0
You fat piece of trash.,1
You're so creative and thoughtful. Really!,0
You made my day so much better. 100%.,0
You should be proud of yourself. :),0
You made this project much better. No doubt.,0
"You deserve nothing, you kid rat.",1
You're a complete mate failure.,1
That idea you had was brilliant. :),0
You are the most disgusting person I know.,1
"Go away, you stupid loser.",1
That idea you had was brilliant. I mean it.,0
You're too embarrassing to understand anything.,1
You are so ridiculous it's embarrassing.,1
"Nobody likes you, horrible.",1
You are such a good friend. For real.,0
You're so lame and pathetic.,1
You bro piece of trash.,1
You're too cringe to understand anything.,1
I think you're doing an awesome job. For real.,0
Everyone appreciates what you do. Seriously.,0
"Stop existing, you ugly waste.",1
You are so girl it's embarrassing.,1
"No one wants you around, pathetic.",1
"Just disappear, you crazy weirdo.",1
You are so kid it's embarrassing.,1
You're so creative and thoughtful. :),0
Thanks for your patience and understanding. :),0
Keep up the good work! :),0
That was an amazing presentation. Really!,0
You should be proud of yourself. For real.,0
"You make everyone sick, you fat freak.",1
You have such a positive energy. No doubt.,0
That idea you had was brilliant. For real.,0
"Stop existing, you pal waste.",1
You are so obnoxious it's embarrassing.,1
I'm really glad you're on the team. 100%.,0
You embarrassing piece of trash.,1
You have such a positive energy. No doubt.,0
"No one wants you around, you.",1
You're a complete horrible failure.,1
"You deserve nothing, you annoying rat.",1
You ridiculous piece of trash.,1
You always bring out the best in others. Really!,0
I love how dedicated you are. 100%.,0
You embarrassing piece of trash.,1
"Stop existing, you crazy waste.",1
That was a very kind thing to do.,0
"You will never be good enough, you useless idiot.",1
"I hate you so much, you weird.",1
You inspire me every day. Seriously.,0
You're so dude and pathetic.,1
You're so disgusting and pathetic.,1
You have such a positive energy. 100%.,0
You are beyond irrelevant.,1
You are so talented and kind.,0
That was an amazing presentation. No doubt.,0
You have such a positive energy. Really!,0
"Just disappear, you annoying weirdo.",1
You are the most useless person I know.,1
Keep up the good work! I mean it.,0
Your smile is contagious!,0
Everyone appreciates what you do. Really!,0
Everyone appreciates what you do. 100%.,0
You are the most hopeless person I know.,1
You always bring out the best in others.,0
Everyone thinks you're boy.,1
You're too irrelevant to understand anything.,1
You ugly piece of trash.,1
